career,programming_concept_percentage,communication_skills_percentage,hours_working_per_day,hackathons,coding_skills_rating,public_speaking_points,self_learning_capability,certifications,workshops,interested_subjects,interested_career_area,company_type
Game Developer,95,62,10,1,9,6,8,1,3,"['Mobile Development', 'Web Development', 'Game Development']","['Technology', 'Creative']",Product
Game Developer,75,62,8,2,9,7,8,2,3,"['Mobile Development', 'Game Development']","['Creative', 'Technology']",Startup
Game Developer,88,79,8,1,9,5,7,2,4,"['Mobile Development', 'Web Development']","['Technology', 'Creative']",Startup
Game Developer,81,75,9,2,9,5,8,1,3,"['Mobile Development', 'Game Development', 'Web Development']","['Technology', 'Creative']",Product
Game Developer,97,78,9,1,9,4,7,2,2,"['Web Development', 'Game Development', 'Mobile Development']","['Creative', 'Technology']",Startup
Game Developer,99,75,9,2,9,6,7,1,3,"['Mobile Development', 'Web Development']",['Technology'],Product
Game Developer,95,61,8,2,9,5,8,1,3,['Web Development'],"['Technology', 'Creative']",Startup
Game Developer,80,62,10,1,9,6,7,1,4,"['Game Development', 'Web Development', 'Mobile Development']",['Creative'],Product
Game Developer,85,57,9,3,9,6,8,1,4,['Mobile Development'],['Technology'],Product
Game Developer,93,57,8,3,8,4,7,2,2,['Mobile Development'],['Creative'],Product
Game Developer,94,67,10,3,9,6,7,2,3,"['Web Development', 'Mobile Development', 'Game Development']","['Technology', 'Creative']",Product
Game Developer,75,53,7,3,9,5,7,1,3,['Mobile Development'],"['Creative', 'Technology']",Startup
Game Developer,82,75,9,1,8,5,9,1,4,"['Web Development', 'Game Development', 'Mobile Development']","['Technology', 'Creative']",Startup
Game Developer,80,68,7,1,8,7,7,1,4,"['Game Development', 'Web Development']","['Creative', 'Technology']",Product
Game Developer,79,58,8,1,8,6,8,1,4,"['Game Development', 'Mobile Development', 'Web Development']",['Creative'],Product
Game Developer,87,61,7,2,8,5,8,2,2,"['Web Development', 'Mobile Development', 'Game Development']",['Creative'],Product
Game Developer,96,79,8,2,8,5,9,2,3,"['Mobile Development', 'Web Development']",['Technology'],Product
Game Developer,97,54,8,3,8,5,7,1,4,"['Game Development', 'Web Development', 'Mobile Development']","['Creative', 'Technology']",Startup
Game Developer,98,51,8,1,8,5,7,1,3,['Game Development'],"['Creative', 'Technology']",Product
Game Developer,91,73,8,3,8,6,8,1,2,"['Web Development', 'Mobile Development', 'Game Development']","['Technology', 'Creative']",Startup
Game Developer,85,50,10,2,9,5,8,1,2,['Web Development'],['Technology'],Product
Game Developer,92,72,7,3,8,5,9,2,2,"['Mobile Development', 'Game Development']",['Creative'],Product
Game Developer,83,61,9,2,8,6,7,2,4,['Game Development'],['Creative'],Startup
Game Developer,93,64,10,3,9,5,9,2,4,['Game Development'],['Technology'],Product
Game Developer,94,50,10,3,9,4,7,2,4,"['Web Development', 'Game Development', 'Mobile Development']",['Technology'],Startup
Game Developer,86,52,7,1,8,4,8,1,2,"['Mobile Development', 'Game Development', 'Web Development']","['Technology', 'Creative']",Startup
Game Developer,85,56,9,2,9,4,7,1,4,"['Web Development', 'Game Development']",['Technology'],Product
Game Developer,93,55,10,3,9,7,8,1,3,"['Web Development', 'Mobile Development']",['Technology'],Product
Game Developer,86,70,8,1,9,7,8,1,3,"['Mobile Development', 'Web Development', 'Game Development']","['Technology', 'Creative']",Startup
Game Developer,89,51,8,1,9,5,9,2,3,['Game Development'],"['Technology', 'Creative']",Startup
Game Developer,88,56,7,2,8,5,8,2,2,"['Web Development', 'Mobile Development']",['Technology'],Product
Game Developer,88,69,8,3,8,7,8,2,2,['Game Development'],['Technology'],Product
Game Developer,99,79,9,2,9,5,8,2,2,['Game Development'],['Technology'],Startup
Game Developer,99,57,7,1,9,6,9,1,3,"['Game Development', 'Web Development']","['Technology', 'Creative']",Product
Game Developer,82,78,8,2,9,7,7,2,2,"['Web Development', 'Mobile Development', 'Game Development']",['Technology'],Product
Game Developer,97,78,10,2,8,5,9,1,2,"['Game Development', 'Web Development']","['Creative', 'Technology']",Startup
Game Developer,75,62,9,2,8,6,8,1,4,['Mobile Development'],['Technology'],Product
Game Developer,98,65,8,3,8,5,7,2,3,"['Web Development', 'Game Development']",['Creative'],Startup
Game Developer,84,70,8,1,9,5,8,1,3,['Mobile Development'],"['Creative', 'Technology']",Startup
Game Developer,81,72,8,1,8,5,9,1,3,['Game Development'],"['Technology', 'Creative']",Product
Game Developer,89,79,9,1,9,4,7,1,4,"['Mobile Development', 'Game Development', 'Web Development']","['Creative', 'Technology']",Product
Game Developer,99,51,10,2,8,5,8,2,4,"['Game Development', 'Mobile Development', 'Web Development']",['Technology'],Startup
Game Developer,92,60,7,2,8,5,8,1,4,"['Mobile Development', 'Web Development', 'Game Development']",['Creative'],Startup
Game Developer,94,54,7,2,9,4,7,2,4,"['Mobile Development', 'Game Development']","['Technology', 'Creative']",Startup
Game Developer,81,68,10,3,9,4,8,2,2,"['Mobile Development', 'Web Development']","['Creative', 'Technology']",Product
Game Developer,93,50,9,1,9,7,7,2,2,['Game Development'],['Technology'],Product
Game Developer,97,50,7,2,9,6,7,1,3,['Game Development'],"['Creative', 'Technology']",Product
Game Developer,88,76,10,2,9,4,9,2,4,"['Game Development', 'Web Development']","['Creative', 'Technology']",Startup
Game Developer,88,52,8,1,9,6,9,2,4,"['Web Development', 'Game Development']",['Technology'],Startup
Game Developer,75,72,8,1,9,4,7,1,4,['Game Development'],"['Technology', 'Creative']",Product
Game Developer,80,78,10,2,8,5,7,2,4,"['Web Development', 'Game Development', 'Mobile Development']",['Technology'],Product
Game Developer,88,73,8,3,9,7,8,1,2,['Game Development'],"['Creative', 'Technology']",Product
Game Developer,92,62,10,2,8,4,8,1,2,"['Game Development', 'Mobile Development']",['Technology'],Startup
Game Developer,88,52,8,2,9,4,8,1,4,"['Mobile Development', 'Web Development']","['Creative', 'Technology']",Startup
Game Developer,96,73,9,1,8,5,8,2,3,"['Web Development', 'Game Development']","['Technology', 'Creative']",Startup
Game Developer,83,59,7,3,9,5,9,1,3,"['Web Development', 'Game Development', 'Mobile Development']",['Technology'],Product
Game Developer,92,58,10,1,9,7,8,1,3,"['Mobile Development', 'Game Development']","['Creative', 'Technology']",Product
Game Developer,76,57,9,1,8,5,9,2,2,"['Mobile Development', 'Game Development']",['Creative'],Product
Game Developer,84,74,7,1,9,5,8,1,3,['Game Development'],"['Technology', 'Creative']",Product
Game Developer,94,56,9,3,8,6,9,1,3,['Mobile Development'],['Creative'],Product
Game Developer,84,74,10,1,9,6,9,1,3,"['Mobile Development', 'Web Development']",['Creative'],Product
Game Developer,95,78,8,3,9,7,8,1,3,['Game Development'],"['Creative', 'Technology']",Product
Game Developer,82,75,10,3,9,7,7,1,3,"['Game Development', 'Web Development', 'Mobile Development']","['Creative', 'Technology']",Product
Game Developer,78,77,8,1,8,5,7,2,4,"['Mobile Development', 'Game Development']",['Technology'],Product
Game Developer,81,57,8,2,8,5,9,2,4,"['Mobile Development', 'Web Development', 'Game Development']","['Creative', 'Technology']",Product
Game Developer,77,71,10,3,9,6,8,2,4,['Mobile Development'],['Creative'],Startup
Game Developer,95,79,7,2,9,4,9,2,2,['Web Development'],['Creative'],Product
Game Developer,92,61,9,2,9,4,8,1,4,['Web Development'],"['Technology', 'Creative']",Product
Game Developer,88,53,8,1,9,7,9,2,4,"['Web Development', 'Mobile Development', 'Game Development']",['Creative'],Product
Game Developer,93,79,7,1,9,6,9,1,2,"['Web Development', 'Mobile Development']",['Technology'],Startup
Game Developer,98,51,10,3,9,5,8,2,4,['Game Development'],['Technology'],Startup
Game Developer,97,69,10,3,9,7,7,2,4,['Game Development'],['Creative'],Startup
Game Developer,88,65,10,2,8,7,8,2,3,['Web Development'],"['Creative', 'Technology']",Product
Game Developer,81,71,10,2,9,4,7,2,3,['Web Development'],['Creative'],Product
Game Developer,94,67,8,2,9,5,7,2,3,"['Game Development', 'Mobile Development', 'Web Development']",['Technology'],Product
Game Developer,76,53,7,3,8,6,7,1,2,['Mobile Development'],['Creative'],Startup
Game Developer,90,70,7,2,8,5,8,1,3,"['Game Development', 'Web Development', 'Mobile Development']","['Technology', 'Creative']",Product
Game Developer,91,73,9,1,8,6,8,1,3,"['Mobile Development', 'Game Development']",['Technology'],Product
Game Developer,95,76,9,3,9,6,8,2,2,"['Game Development', 'Web Development']",['Technology'],Startup
Game Developer,95,60,9,3,8,7,7,2,4,['Game Development'],['Technology'],Product
Game Developer,93,68,9,2,9,5,9,2,3,"['Web Development', 'Game Development']","['Creative', 'Technology']",Startup
Blockchain Developer,70,63,8,2,8,4,8,2,3,['Blockchain'],['Technology'],Startup
Blockchain Developer,95,75,9,3,9,6,9,3,4,"['Blockchain', 'Cybersecurity']",['Technology'],Product
Blockchain Developer,79,74,8,3,8,4,9,3,3,"['Blockchain', 'Cybersecurity']",['Technology'],Startup
Blockchain Developer,97,58,6,3,8,6,8,3,4,"['Cybersecurity', 'Web Development', 'Blockchain']",['Technology'],Product
Blockchain Developer,97,50,7,1,9,6,9,2,3,"['Web Development', 'Cybersecurity', 'Blockchain']",['Technology'],Startup
Blockchain Developer,72,79,9,2,8,4,8,3,4,"['Blockchain', 'Web Development']",['Technology'],Product
Blockchain Developer,92,60,7,3,8,4,8,3,3,"['Blockchain', 'Web Development', 'Cybersecurity']",['Technology'],Startup
Blockchain Developer,86,78,6,1,8,7,9,2,3,"['Web Development', 'Blockchain']",['Technology'],Startup
Blockchain Developer,96,58,8,2,8,5,9,2,3,"['Web Development', 'Cybersecurity']",['Technology'],Product
Blockchain Developer,88,64,6,1,8,7,8,3,4,['Web Development'],['Technology'],Startup
Blockchain Developer,73,58,7,1,9,5,8,2,3,"['Blockchain', 'Cybersecurity', 'Web Development']",['Technology'],Product
Blockchain Developer,82,61,6,2,9,7,9,3,4,['Cybersecurity'],['Technology'],Product
Blockchain Developer,80,72,8,1,8,5,9,3,4,"['Web Development', 'Cybersecurity']",['Technology'],Startup
Blockchain Developer,71,52,8,2,8,4,9,2,4,['Blockchain'],['Technology'],Startup
Blockchain Developer,73,60,8,1,9,4,9,2,4,['Web Development'],['Technology'],Startup
Blockchain Developer,72,67,9,1,8,4,8,2,4,['Web Development'],['Technology'],Startup
Blockchain Developer,96,62,9,1,8,7,9,2,2,"['Cybersecurity', 'Blockchain', 'Web Development']",['Technology'],Startup
Blockchain Developer,74,67,6,2,9,4,9,2,3,['Blockchain'],['Technology'],Startup
Blockchain Developer,82,72,9,2,8,4,9,3,4,"['Web Development', 'Blockchain']",['Technology'],Startup
Blockchain Developer,94,61,8,1,9,7,8,2,2,"['Cybersecurity', 'Blockchain', 'Web Development']",['Technology'],Product
Blockchain Developer,78,73,7,3,9,6,8,2,4,"['Blockchain', 'Web Development']",['Technology'],Product
Blockchain Developer,93,75,6,1,8,5,8,3,3,"['Cybersecurity', 'Blockchain']",['Technology'],Product
Blockchain Developer,75,70,9,1,9,7,8,3,3,"['Blockchain', 'Cybersecurity', 'Web Development']",['Technology'],Startup
Blockchain Developer,90,73,6,1,9,5,8,3,3,"['Cybersecurity', 'Blockchain', 'Web Development']",['Technology'],Product
Blockchain Developer,81,70,8,2,9,4,8,3,3,['Blockchain'],['Technology'],Startup
Blockchain Developer,92,79,7,3,9,7,9,3,4,"['Web Development', 'Blockchain']",['Technology'],Startup
Blockchain Developer,95,63,6,1,8,7,9,3,4,"['Blockchain', 'Web Development', 'Cybersecurity']",['Technology'],Startup
Blockchain Developer,92,77,7,2,9,5,8,2,2,"['Web Development', 'Cybersecurity']",['Technology'],Startup
Blockchain Developer,96,73,8,1,8,4,9,3,3,"['Web Development', 'Cybersecurity', 'Blockchain']",['Technology'],Startup
Blockchain Developer,70,76,6,1,8,6,8,2,4,"['Cybersecurity', 'Blockchain']",['Technology'],Startup
Blockchain Developer,95,51,9,2,9,5,8,3,4,"['Cybersecurity', 'Web Development', 'Blockchain']",['Technology'],Startup
Blockchain Developer,95,77,6,1,9,5,9,2,3,['Cybersecurity'],['Technology'],Product
Blockchain Developer,71,53,9,2,8,5,8,3,3,"['Web Development', 'Cybersecurity']",['Technology'],Startup
Blockchain Developer,87,55,7,2,9,4,9,2,4,"['Blockchain', 'Cybersecurity']",['Technology'],Product
Blockchain Developer,77,53,6,2,8,4,9,2,4,['Blockchain'],['Technology'],Startup
Blockchain Developer,88,61,6,3,9,4,8,2,2,['Web Development'],['Technology'],Startup
Blockchain Developer,83,72,9,2,9,6,8,3,4,"['Web Development', 'Blockchain', 'Cybersecurity']",['Technology'],Startup
Blockchain Developer,82,76,8,1,9,4,8,3,2,"['Blockchain', 'Cybersecurity', 'Web Development']",['Technology'],Product
Blockchain Developer,78,73,6,3,8,5,8,3,3,"['Web Development', 'Blockchain', 'Cybersecurity']",['Technology'],Product
Blockchain Developer,80,75,7,3,9,4,9,3,2,"['Web Development', 'Cybersecurity']",['Technology'],Product
Blockchain Developer,74,59,8,3,8,4,9,2,3,['Blockchain'],['Technology'],Product
Blockchain Developer,92,79,9,2,9,5,9,2,2,"['Blockchain', 'Web Development', 'Cybersecurity']",['Technology'],Startup
Blockchain Developer,71,66,8,2,8,5,9,3,3,"['Web Development', 'Cybersecurity', 'Blockchain']",['Technology'],Product
Blockchain Developer,92,67,8,3,9,4,8,3,2,"['Cybersecurity', 'Web Development', 'Blockchain']",['Technology'],Product
Blockchain Developer,78,65,7,2,9,5,9,3,3,"['Blockchain', 'Cybersecurity', 'Web Development']",['Technology'],Startup
Blockchain Developer,95,66,7,1,8,6,9,3,2,"['Blockchain', 'Web Development', 'Cybersecurity']",['Technology'],Product
Blockchain Developer,85,79,7,1,9,7,8,3,2,"['Web Development', 'Cybersecurity']",['Technology'],Startup
Blockchain Developer,92,61,9,3,9,6,8,3,3,"['Web Development', 'Blockchain']",['Technology'],Product
Blockchain Developer,95,75,7,1,9,4,9,2,2,['Blockchain'],['Technology'],Startup
Blockchain Developer,96,50,8,3,9,7,9,3,4,"['Cybersecurity', 'Blockchain']",['Technology'],Startup
Blockchain Developer,89,77,6,3,9,5,9,2,4,"['Blockchain', 'Cybersecurity', 'Web Development']",['Technology'],Product
Blockchain Developer,94,68,6,1,8,6,9,3,3,"['Cybersecurity', 'Web Development']",['Technology'],Product
Blockchain Developer,92,74,6,3,9,6,8,2,3,"['Cybersecurity', 'Blockchain']",['Technology'],Product
Blockchain Developer,79,62,9,2,9,7,8,2,3,"['Blockchain', 'Web Development']",['Technology'],Startup
Blockchain Developer,94,76,6,2,8,6,9,3,4,"['Web Development', 'Cybersecurity']",['Technology'],Product
Blockchain Developer,70,64,6,2,9,4,9,3,2,['Blockchain'],['Technology'],Startup
Blockchain Developer,70,58,6,2,8,6,9,3,2,"['Blockchain', 'Cybersecurity', 'Web Development']",['Technology'],Product
Blockchain Developer,77,69,7,1,8,6,8,2,2,"['Cybersecurity', 'Blockchain']",['Technology'],Startup
Blockchain Developer,93,70,9,3,8,4,9,3,3,"['Blockchain', 'Cybersecurity']",['Technology'],Product
Blockchain Developer,95,59,9,2,8,5,8,3,3,"['Cybersecurity', 'Web Development']",['Technology'],Product
Blockchain Developer,77,72,8,3,9,7,8,2,2,"['Web Development', 'Blockchain']",['Technology'],Startup
Blockchain Developer,86,75,9,2,8,7,8,3,2,"['Web Development', 'Cybersecurity', 'Blockchain']",['Technology'],Startup
Blockchain Developer,81,75,8,1,8,4,8,3,4,"['Cybersecurity', 'Web Development', 'Blockchain']",['Technology'],Product
Blockchain Developer,77,70,7,3,9,7,9,2,4,"['Blockchain', 'Cybersecurity']",['Technology'],Startup
Blockchain Developer,75,72,7,1,9,6,8,2,3,"['Cybersecurity', 'Web Development']",['Technology'],Startup
Blockchain Developer,84,52,8,1,9,5,8,3,3,['Blockchain'],['Technology'],Product
Blockchain Developer,94,53,9,3,9,4,9,2,2,"['Web Development', 'Blockchain']",['Technology'],Startup
Blockchain Developer,70,51,6,3,8,6,9,2,2,"['Blockchain', 'Cybersecurity', 'Web Development']",['Technology'],Product
Blockchain Developer,74,50,8,3,8,4,8,3,4,['Blockchain'],['Technology'],Product
Blockchain Developer,89,66,8,2,9,5,9,2,3,['Blockchain'],['Technology'],Product
Blockchain Developer,87,50,6,1,8,5,8,2,4,['Blockchain'],['Technology'],Product
Blockchain Developer,79,75,8,3,8,4,9,2,2,['Web Development'],['Technology'],Startup
Blockchain Developer,80,52,9,3,8,5,8,2,3,"['Cybersecurity', 'Blockchain', 'Web Development']",['Technology'],Product
Blockchain Developer,83,59,9,2,8,6,8,2,3,['Web Development'],['Technology'],Startup
Blockchain Developer,73,61,6,1,8,6,8,3,2,"['Cybersecurity', 'Web Development']",['Technology'],Product
Blockchain Developer,90,50,6,1,8,7,9,3,2,"['Blockchain', 'Web Development']",['Technology'],Startup
Blockchain Developer,99,67,7,2,9,6,9,3,2,"['Cybersecurity', 'Blockchain', 'Web Development']",['Technology'],Startup
Blockchain Developer,91,71,9,2,9,7,8,2,3,"['Cybersecurity', 'Web Development']",['Technology'],Startup
Blockchain Developer,77,74,6,3,9,5,9,2,4,['Web Development'],['Technology'],Product
Blockchain Developer,72,79,7,1,9,4,9,2,4,['Blockchain'],['Technology'],Startup
Blockchain Developer,74,73,8,2,9,7,8,3,3,['Blockchain'],['Technology'],Startup
Blockchain Developer,76,72,9,1,8,7,9,3,4,"['Web Development', 'Blockchain']",['Technology'],Startup
Blockchain Developer,79,57,8,2,9,4,8,3,2,"['Cybersecurity', 'Web Development']",['Technology'],Startup
Blockchain Developer,85,51,7,1,9,5,9,2,4,"['Cybersecurity', 'Blockchain', 'Web Development']",['Technology'],Product
Blockchain Developer,94,55,8,2,8,4,9,3,3,['Cybersecurity'],['Technology'],Startup
Blockchain Developer,97,51,9,2,8,7,8,3,4,"['Blockchain', 'Web Development']",['Technology'],Product
Blockchain Developer,93,75,8,1,8,4,8,3,2,"['Cybersecurity', 'Web Development']",['Technology'],Product
Blockchain Developer,74,53,9,1,9,7,8,3,2,"['Blockchain', 'Web Development']",['Technology'],Startup
Blockchain Developer,86,72,7,1,9,6,8,3,2,"['Cybersecurity', 'Web Development', 'Blockchain']",['Technology'],Product
Blockchain Developer,72,69,6,2,8,5,9,2,4,['Cybersecurity'],['Technology'],Product
Blockchain Developer,99,78,8,2,8,5,8,3,4,['Cybersecurity'],['Technology'],Product
Blockchain Developer,81,69,8,3,8,5,8,3,3,"['Blockchain', 'Cybersecurity']",['Technology'],Startup
Blockchain Developer,78,73,7,3,9,7,9,2,4,"['Cybersecurity', 'Blockchain']",['Technology'],Startup
Blockchain Developer,89,75,9,3,9,6,9,2,4,"['Cybersecurity', 'Web Development', 'Blockchain']",['Technology'],Product
Blockchain Developer,83,50,7,1,8,4,9,3,2,"['Cybersecurity', 'Web Development']",['Technology'],Product
Blockchain Developer,70,65,7,2,9,7,9,2,3,['Blockchain'],['Technology'],Product
Blockchain Developer,81,79,9,3,9,5,8,3,4,['Blockchain'],['Technology'],Product
Blockchain Developer,90,74,9,2,9,6,8,3,4,['Blockchain'],['Technology'],Startup
Blockchain Developer,78,53,6,1,9,5,9,3,2,['Web Development'],['Technology'],Startup
Blockchain Developer,88,64,8,1,9,5,9,2,2,"['Blockchain', 'Web Development', 'Cybersecurity']",['Technology'],Startup
Robotics Engineer,92,81,8,3,7,5,9,3,5,"['AI/ML', 'Robotics']",['Research'],MNC
Robotics Engineer,66,67,7,2,8,7,8,3,3,['AI/ML'],['Research'],Product
Robotics Engineer,77,80,6,2,7,8,9,3,4,['Mobile Development'],"['Research', 'Technology']",MNC
Robotics Engineer,93,79,6,2,7,8,9,3,4,['AI/ML'],['Technology'],Product
Robotics Engineer,78,59,8,1,8,7,9,3,3,"['Mobile Development', 'Robotics', 'AI/ML']","['Research', 'Technology']",MNC
Robotics Engineer,71,83,8,1,8,8,9,3,5,"['Mobile Development', 'Robotics']","['Research', 'Technology']",Product
Robotics Engineer,74,75,7,3,7,7,9,3,4,"['AI/ML', 'Mobile Development']","['Technology', 'Research']",MNC
Robotics Engineer,85,72,8,3,8,6,9,2,5,"['Mobile Development', 'AI/ML']","['Research', 'Technology']",MNC
Robotics Engineer,90,77,6,2,8,8,8,2,4,['AI/ML'],"['Research', 'Technology']",Product
Robotics Engineer,68,58,6,2,8,6,8,2,5,['AI/ML'],"['Research', 'Technology']",Product
Robotics Engineer,76,57,8,3,7,6,9,3,5,"['Mobile Development', 'AI/ML']","['Research', 'Technology']",MNC
Robotics Engineer,71,58,7,1,8,6,8,3,3,['Robotics'],"['Research', 'Technology']",MNC
Robotics Engineer,93,75,6,1,8,7,9,2,3,['Robotics'],['Research'],Product
Robotics Engineer,67,75,7,1,8,6,8,2,3,"['Robotics', 'AI/ML', 'Mobile Development']",['Technology'],MNC
Robotics Engineer,77,55,6,3,7,6,8,3,5,"['Robotics', 'AI/ML']","['Technology', 'Research']",Product
Robotics Engineer,82,83,7,1,8,7,9,2,5,"['Robotics', 'Mobile Development']",['Technology'],Product
Robotics Engineer,72,58,8,1,7,6,9,3,3,"['Mobile Development', 'Robotics']",['Research'],MNC
Robotics Engineer,73,82,8,3,8,8,9,2,3,"['Mobile Development', 'AI/ML']","['Technology', 'Research']",MNC
Robotics Engineer,71,72,8,2,7,8,8,3,5,['Robotics'],"['Research', 'Technology']",MNC
Robotics Engineer,78,68,6,3,8,7,8,3,4,"['Mobile Development', 'AI/ML', 'Robotics']",['Technology'],Product
Robotics Engineer,65,61,7,1,7,7,8,3,3,"['AI/ML', 'Robotics']",['Research'],MNC
Robotics Engineer,74,69,6,1,8,6,8,3,3,['Mobile Development'],"['Technology', 'Research']",Product
Robotics Engineer,76,64,6,2,8,5,8,3,4,"['Robotics', 'AI/ML']",['Research'],Product
Robotics Engineer,65,76,6,3,7,6,8,2,3,"['Robotics', 'AI/ML']",['Research'],Product
Robotics Engineer,75,84,8,2,8,6,9,2,3,['Robotics'],"['Technology', 'Research']",Product
Robotics Engineer,77,78,7,3,8,7,8,3,5,['AI/ML'],"['Research', 'Technology']",MNC
Robotics Engineer,93,56,6,3,8,7,9,3,3,"['Mobile Development', 'Robotics']","['Research', 'Technology']",MNC
Robotics Engineer,81,72,7,1,7,6,9,3,4,"['AI/ML', 'Robotics', 'Mobile Development']",['Research'],Product
Robotics Engineer,68,69,7,2,8,7,9,2,4,"['Robotics', 'AI/ML', 'Mobile Development']",['Technology'],Product
Robotics Engineer,80,70,8,2,8,8,9,2,5,"['Robotics', 'Mobile Development', 'AI/ML']",['Research'],Product
Robotics Engineer,76,63,8,2,7,7,8,3,5,"['AI/ML', 'Robotics']",['Research'],Product
Robotics Engineer,76,67,7,2,8,6,8,3,5,"['Robotics', 'Mobile Development']","['Research', 'Technology']",MNC
Robotics Engineer,78,72,6,1,7,6,8,2,5,"['AI/ML', 'Mobile Development']","['Research', 'Technology']",MNC
Robotics Engineer,78,59,7,1,8,8,8,2,5,['Mobile Development'],['Research'],MNC
Robotics Engineer,91,73,7,1,8,8,8,3,3,"['AI/ML', 'Robotics']","['Research', 'Technology']",MNC
Robotics Engineer,87,80,8,1,8,6,9,3,4,"['AI/ML', 'Mobile Development']","['Research', 'Technology']",MNC
Robotics Engineer,76,81,8,1,8,6,8,2,5,"['Mobile Development', 'AI/ML', 'Robotics']","['Research', 'Technology']",Product
Robotics Engineer,68,71,8,1,7,5,8,3,3,"['Robotics', 'AI/ML', 'Mobile Development']","['Research', 'Technology']",MNC
Robotics Engineer,76,73,7,2,8,8,8,2,4,['Robotics'],['Technology'],Product
Robotics Engineer,66,68,8,2,7,6,8,3,5,['Robotics'],"['Technology', 'Research']",Product
Robotics Engineer,89,74,6,1,8,7,9,2,3,"['Mobile Development', 'AI/ML', 'Robotics']",['Research'],Product
Robotics Engineer,93,60,8,1,8,7,9,3,3,"['AI/ML', 'Mobile Development']","['Technology', 'Research']",Product
Robotics Engineer,80,75,8,2,7,7,8,3,5,['Mobile Development'],['Technology'],MNC
Robotics Engineer,71,71,6,1,8,6,8,2,5,"['Mobile Development', 'Robotics', 'AI/ML']",['Technology'],MNC
Robotics Engineer,82,73,8,2,8,8,9,2,3,"['Mobile Development', 'Robotics']",['Research'],MNC
Robotics Engineer,74,61,8,3,8,8,8,2,4,['Robotics'],['Research'],Product
Robotics Engineer,66,60,7,1,8,5,9,3,4,['AI/ML'],['Technology'],MNC
Robotics Engineer,81,60,7,3,7,6,9,2,4,['AI/ML'],['Research'],Product
Robotics Engineer,80,58,8,3,7,8,9,2,4,['Mobile Development'],"['Technology', 'Research']",Product
Robotics Engineer,79,79,7,3,7,8,9,2,3,"['Robotics', 'Mobile Development']","['Technology', 'Research']",Product
Robotics Engineer,67,63,8,1,8,5,9,3,4,['Mobile Development'],['Technology'],Product
Robotics Engineer,94,79,7,1,7,8,8,3,5,"['AI/ML', 'Mobile Development']","['Technology', 'Research']",MNC
Robotics Engineer,94,83,7,1,7,5,9,2,5,"['Robotics', 'Mobile Development']","['Research', 'Technology']",MNC
Robotics Engineer,77,82,7,1,7,8,9,2,5,"['Mobile Development', 'AI/ML']","['Research', 'Technology']",Product
Robotics Engineer,91,63,8,3,8,6,9,3,5,['Mobile Development'],['Technology'],Product
Robotics Engineer,81,57,7,3,8,8,9,3,5,"['Robotics', 'AI/ML']",['Research'],Product
Robotics Engineer,65,80,6,3,7,8,9,2,3,"['AI/ML', 'Robotics', 'Mobile Development']",['Technology'],Product
Robotics Engineer,88,78,7,2,7,5,8,3,5,"['Mobile Development', 'Robotics']",['Technology'],Product
Robotics Engineer,76,74,7,3,8,6,9,3,4,"['Robotics', 'AI/ML', 'Mobile Development']","['Technology', 'Research']",MNC
Robotics Engineer,81,83,7,2,7,8,9,2,3,"['Robotics', 'Mobile Development']","['Research', 'Technology']",MNC
Robotics Engineer,93,70,7,3,7,6,9,2,4,"['Mobile Development', 'Robotics', 'AI/ML']",['Technology'],Product
Robotics Engineer,73,77,7,2,7,5,9,3,5,"['Mobile Development', 'AI/ML', 'Robotics']","['Technology', 'Research']",Product
Robotics Engineer,67,65,7,3,8,8,8,2,3,['AI/ML'],['Research'],MNC
Robotics Engineer,83,72,7,1,8,6,8,2,5,['AI/ML'],['Research'],Product
Robotics Engineer,75,69,7,2,7,8,8,2,3,"['Mobile Development', 'Robotics']","['Research', 'Technology']",Product
Robotics Engineer,87,63,7,3,8,6,9,3,5,['Mobile Development'],"['Research', 'Technology']",Product
Robotics Engineer,67,65,7,1,7,7,8,2,4,['Robotics'],"['Technology', 'Research']",MNC
Robotics Engineer,79,66,8,3,8,8,9,3,4,"['AI/ML', 'Robotics', 'Mobile Development']","['Research', 'Technology']",Product
Robotics Engineer,79,61,6,3,8,6,8,3,3,['AI/ML'],['Technology'],MNC
Robotics Engineer,85,81,8,2,7,5,8,2,5,['Mobile Development'],"['Research', 'Technology']",Product
Robotics Engineer,76,80,8,3,8,5,8,2,5,['Mobile Development'],"['Technology', 'Research']",Product
Robotics Engineer,78,68,8,3,8,5,9,3,3,"['Mobile Development', 'Robotics']","['Technology', 'Research']",MNC
Robotics Engineer,89,58,7,3,8,7,9,2,3,['Mobile Development'],"['Technology', 'Research']",MNC
Robotics Engineer,78,69,6,1,7,7,9,3,5,"['AI/ML', 'Mobile Development']","['Research', 'Technology']",MNC
Robotics Engineer,91,75,8,3,7,8,9,3,4,"['AI/ML', 'Robotics', 'Mobile Development']",['Research'],Product
Robotics Engineer,85,84,8,3,7,6,8,2,3,"['Mobile Development', 'AI/ML', 'Robotics']","['Research', 'Technology']",Product
Robotics Engineer,77,79,8,1,7,8,8,2,3,['Robotics'],['Research'],MNC
Robotics Engineer,77,56,8,3,7,6,9,3,3,"['Robotics', 'Mobile Development']",['Technology'],Product
Robotics Engineer,71,77,7,1,8,6,9,2,3,['Mobile Development'],['Research'],Product
Robotics Engineer,68,64,6,3,8,7,8,3,4,"['Mobile Development', 'Robotics']",['Research'],MNC
